t,src_ip,src_port,dst_ip,dst_port,cwnd,ssthresh,srtt_us,retrans,inflight,bytes_acked,ca_state
0.477984,127.0.0.1,51230,127.0.0.1,5201,33,33,27,0,3,29229094,Open
0.478019,127.0.0.1,51230,127.0.0.1,5201,33,33,27,0,3,29360166,Open
0.478054,127.0.0.1,51230,127.0.0.1,5201,33,33,26,0,3,29491238,Open
0.478090,127.0.0.1,51230,127.0.0.1,5201,33,33,26,0,3,29622310,Open
0.478125,127.0.0.1,51230,127.0.0.1,5201,33,33,26,0,3,29753382,Open
0.478161,127.0.0.1,51230,127.0.0.1,5201,33,33,26,0,3,29884454,Open
0.478196,127.0.0.1,51230,127.0.0.1,5201,33,33,25,0,3,30015526,Open
0.478231,127.0.0.1,51230,127.0.0.1,5201,33,33,25,0,3,30146598,Open
0.478267,127.0.0.1,51230,127.0.0.1,5201,33,33,25,0,3,30277670,Open
0.478324,127.0.0.1,51230,127.0.0.1,5201,33,33,25,0,3,30408742,Open
0.478365,127.0.0.1,51230,127.0.0.1,5201,33,33,28,0,3,30539814,Open
0.478401,127.0.0.1,51230,127.0.0.1,5201,33,33,27,0,3,30670886,Open
0.478436,127.0.0.1,51230,127.0.0.1,5201,33,33,27,0,3,30801958,Open
0.478472,127.0.0.1,51230,127.0.0.1,5201,33,33,27,0,3,30933030,Open
0.478508,127.0.0.1,51230,127.0.0.1,5201,33,33,26,0,3,31064102,Open
0.478543,127.0.0.1,51230,127.0.0.1,5201,33,33,26,0,3,31195174,Open
0.478579,127.0.0.1,51230,127.0.0.1,5201,33,33,26,0,3,31326246,Open
0.478614,127.0.0.1,51230,127.0.0.1,5201,33,33,26,0,3,31457318,Open
0.478650,127.0.0.1,51230,127.0.0.1,5201,33,33,26,0,3,31588390,Open
0.478685,127.0.0.1,51230,127.0.0.1,5201,33,33,25,0,3,31719462,Open
0.478722,127.0.0.1,51230,127.0.0.1,5201,33,33,25,0,3,31850534,Open
0.478757,127.0.0.1,51230,127.0.0.1,5201,33,33,25,0,3,31981606,Open
0.478792,127.0.0.1,51230,127.0.0.1,5201,33,33,25,0,3,32112678,Open
0.478828,127.0.0.1,51230,127.0.0.1,5201,33,33,25,0,3,32243750,Open
0.478863,127.0.0.1,51230,127.0.0.1,5201,33,33,25,0,3,32374822,Open
0.478899,127.0.0.1,51230,127.0.0.1,5201,33,33,25,0,3,32505894,Open
0.478934,127.0.0.1,51230,127.0.0.1,5201,33,33,25,0,3,32636966,Open
0.478969,127.0.0.1,51230,127.0.0.1,5201,33,33,25,0,3,32768038,Open
0.479005,127.0.0.1,51230,127.0.0.1,5201,33,33,25,0,3,32899110,Open
0.479040,127.0.0.1,51230,127.0.0.1,5201,33,33,24,0,3,33030182,Open
0.479075,127.0.0.1,51230,127.0.0.1,5201,33,33,24,0,3,33161254,Open
0.479111,127.0.0.1,51230,127.0.0.1,5201,33,33,24,0,3,33292326,Open
0.479146,127.0.0.1,51230,127.0.0.1,5201,33,33,24,0,3,33423398,Open
0.479182,127.0.0.1,51230,127.0.0.1,5201,33,33,24,0,3,33554470,Open
0.479217,127.0.0.1,51230,127.0.0.1,5201,33,33,24,0,3,33685542,Open
0.479252,127.0.0.1,51230,127.0.0.1,5201,33,33,24,0,3,33816614,Open
0.479311,127.0.0.1,51230,127.0.0.1,5201,33,33,24,0,3,33947686,Open
0.479349,127.0.0.1,51230,127.0.0.1,5201,33,33,26,0,3,34078758,Open
0.479385,127.0.0.1,51230,127.0.0.1,5201,33,33,25,0,3,34209830,Open
0.479421,127.0.0.1,51230,127.0.0.1,5201,33,33,25,0,3,34340902,Open
0.479456,127.0.0.1,51230,127.0.0.1,5201,33,33,25,0,3,34471974,Open
0.479491,127.0.0.1,51230,127.0.0.1,5201,33,33,25,0,3,34603046,Open
0.479527,127.0.0.1,51230,127.0.0.1,5201,33,33,25,0,3,34734118,Open
0.479562,127.0.0.1,51230,127.0.0.1,5201,33,33,25,0,3,34865190,Open
0.479598,127.0.0.1,51230,127.0.0.1,5201,33,33,25,0,3,34996262,Open
0.479633,127.0.0.1,51230,127.0.0.1,5201,33,33,25,0,3,35127334,Open
0.479668,127.0.0.1,51230,127.0.0.1,5201,33,33,25,0,3,35258406,Open
0.479704,127.0.0.1,51230,127.0.0.1,5201,33,33,24,0,3,35389478,Open
0.479740,127.0.0.1,51230,127.0.0.1,5201,33,33,24,0,3,35520550,Open
0.479776,127.0.0.1,51230,127.0.0.1,5201,33,33,25,0,3,35651622,Open
0.479812,127.0.0.1,51230,127.0.0.1,5201,33,33,24,0,3,35782694,Open
0.479847,127.0.0.1,51230,127.0.0.1,5201,33,33,25,0,3,35913766,Open
0.479883,127.0.0.1,51230,127.0.0.1,5201,33,33,24,0,3,36044838,Open
0.479918,127.0.0.1,51230,127.0.0.1,5201,33,33,24,0,3,36175910,Open
0.479953,127.0.0.1,51230,127.0.0.1,5201,33,33,25,0,3,36306982,Open
0.479988,127.0.0.1,51230,127.0.0.1,5201,33,33,24,0,3,36438054,Open
0.480024,127.0.0.1,51230,127.0.0.1,5201,33,33,24,0,3,36569126,Open
0.480059,127.0.0.1,51230,127.0.0.1,5201,33,33,24,0,3,36700198,Open
0.480095,127.0.0.1,51230,127.0.0.1,5201,33,33,24,0,3,36831270,Open
0.480130,127.0.0.1,51230,127.0.0.1,5201,33,33,24,0,3,36962342,Open
0.480165,127.0.0.1,51230,127.0.0.1,5201,33,33,25,0,3,37093414,Open
0.480201,127.0.0.1,51230,127.0.0.1,5201,33,33,24,0,3,37224486,Open
0.480248,127.0.0.1,51230,127.0.0.1,5201,33,33,24,0,3,37355558,Open
0.480298,127.0.0.1,51230,127.0.0.1,5201,33,33,26,0,3,37486630,Open
0.480547,127.0.0.1,51230,127.0.0.1,5201,33,33,27,0,3,37617702,Open
0.480894,127.0.0.1,51230,127.0.0.1,5201,33,33,29,0,3,37748774,Open
0.480937,127.0.0.1,51230,127.0.0.1,5201,33,33,67,0,3,37879846,Open
